803,Clouds,broken clouds,280.37,276.45,77,10000,7.2,50,75,2023
803,Clouds,broken clouds,280.37,276.45,77,10000,7.2,50,75,2023
803,Clouds,broken clouds,280.37,276.45,77,10000,7.2,50,75,2023
803,Clouds,broken clouds,280.37,276.45,77,10000,7.2,50,75,2023
803,Clouds,broken clouds,280.48,276.59,78,10000,7.2,50,75,2023
803,Clouds,broken clouds,280.48,276.59,78,10000,7.2,50,75,2023
803,Clouds,broken clouds,280.4,276.49,78,10000,7.2,50,75,2023
803,Clouds,broken clouds,280.4,276.49,78,10000,7.2,50,75,2023
803,Clouds,broken clouds,280.4,276.49,78,10000,7.2,50,75,2023
803,Clouds,broken clouds,280.71,276.89,78,10000,7.2,50,75,2023
803,Clouds,broken clouds,280.84,277.06,77,10000,7.2,50,75,2023
803,Clouds,broken clouds,280.84,277.06,77,10000,7.2,50,75,2023
803,Clouds,broken clouds,280.84,277.06,77,10000,7.2,50,75,2023
803,Clouds,broken clouds,280.97,277.96,74,10000,5.14,60,75,2023
803,Clouds,broken clouds,280.97,277.96,74,10000,5.14,60,75,2023
803,Clouds,broken clouds,281.03,278.03,75,10000,5.14,60,75,2023
803,Clouds,broken clouds,281.03,278.03,75,10000,5.14,60,75,2023
803,Clouds,broken clouds,281.03,278.03,75,10000,5.14,60,75,2023
803,Clouds,broken clouds,281.32,278.01,75,10000,6.17,50,75,2023
803,Clouds,broken clouds,281.32,278.01,75,10000,6.17,50,75,2023
803,Clouds,broken clouds,281.42,278.14,74,10000,6.17,50,75,2023
803,Clouds,broken clouds,281.69,278.48,74,10000,6.17,50,75,2023
803,Clouds,broken clouds,281.69,278.48,73,10000,6.17,50,75,2023
803,Clouds,broken clouds,281.69,278.48,73,10000,6.17,50,75,2023
803,Clouds,broken clouds,281.69,278.15,73,10000,7.2,50,75,2023
803,Clouds,broken clouds,281.69,278.15,73,10000,7.2,50,75,2023
803,Clouds,broken clouds,281.64,278.09,73,10000,7.2,50,75,2023
803,Clouds,broken clouds,281.64,278.09,73,10000,7.2,50,75,2023
803,Clouds,broken clouds,281.25,277.59,72,10000,7.2,50,75,2023
803,Clouds,broken clouds,281.35,277.71,72,10000,7.2,50,75,2023
803,Clouds,broken clouds,281.24,277.57,74,10000,7.2,50,75,2023
803,Clouds,broken clouds,281.24,277.57,74,10000,7.2,50,75,2023
803,Clouds,broken clouds,281.17,277.48,74,10000,7.2,50,75,2023
803,Clouds,broken clouds,281.17,277.48,75,10000,7.2,50,75,2023
803,Clouds,broken clouds,281.22,277.55,75,10000,7.2,50,75,2023
803,Clouds,broken clouds,281.17,277.48,74,10000,7.2,50,75,2023
